year,stream,value,covariate,covariate_type
2013,American River,13.232666666666665,mean_rear_temp_feb_june,temperature
2013,Mokelumne River,13.92,mean_rear_temp_feb_june,temperature
2013,Sacramento River,16.465771812080536,mean_rear_temp_feb_june,temperature
2013,Yuba River,12.460740740740741,mean_rear_temp_feb_june,temperature
2014,American River,14.241999999999999,mean_rear_temp_feb_june,temperature
2014,Mokelumne River,15.515436241610738,mean_rear_temp_feb_june,temperature
2014,Sacramento River,17.763013698630136,mean_rear_temp_feb_june,temperature
2014,Yuba River,14.444444444444445,mean_rear_temp_feb_june,temperature
2015,American River,14.404666666666667,mean_rear_temp_feb_june,temperature
2015,Mokelumne River,15.894666666666666,mean_rear_temp_feb_june,temperature
2015,Sacramento River,19.126666666666665,mean_rear_temp_feb_june,temperature
2015,Yuba River,13.810370370370372,mean_rear_temp_feb_june,temperature
2016,American River,12.590066225165563,mean_rear_temp_feb_june,temperature
2016,Mokelumne River,14.126206896551725,mean_rear_temp_feb_june,temperature
2016,Sacramento River,17.464900662251658,mean_rear_temp_feb_june,temperature
2016,Yuba River,11.114054451802795,mean_rear_temp_feb_june,temperature
2017,American River,14.641935483870968,mean_rear_temp_feb_june,temperature
2017,Mokelumne River,12.934000000000001,mean_rear_temp_feb_june,temperature
2017,Sacramento River,15.107246376811595,mean_rear_temp_feb_june,temperature
2017,Yuba River,9.721851851851852,mean_rear_temp_feb_june,temperature
2018,American River,11.991999999999999,mean_rear_temp_feb_june,temperature
2018,Mokelumne River,12.854666666666667,mean_rear_temp_feb_june,temperature
2018,Sacramento River,17.152142857142856,mean_rear_temp_feb_june,temperature
2019,American River,11.541333333333334,mean_rear_temp_feb_june,temperature
2019,Feather River,12.060370370370372,mean_rear_temp_feb_june,temperature
2019,Mokelumne River,11.886666666666667,mean_rear_temp_feb_june,temperature
2019,Sacramento River,15.03020134228188,mean_rear_temp_feb_june,temperature
2020,American River,13.814569536423843,mean_rear_temp_feb_june,temperature
2020,Feather River,13.9654157468727,mean_rear_temp_feb_june,temperature
2020,Mokelumne River,12.649668874172185,mean_rear_temp_feb_june,temperature
2020,Sacramento River,16.752348993288592,mean_rear_temp_feb_june,temperature
2021,American River,15.572,mean_rear_temp_feb_june,temperature
2021,Feather River,14.405555555555555,mean_rear_temp_feb_june,temperature
2021,Mokelumne River,16.019333333333332,mean_rear_temp_feb_june,temperature
2021,Sacramento River,18.07986577181208,mean_rear_temp_feb_june,temperature
2022,American River,13.468,mean_rear_temp_feb_june,temperature
2022,Feather River,15.117037037037036,mean_rear_temp_feb_june,temperature
2022,Mokelumne River,15.426,mean_rear_temp_feb_june,temperature
2022,Sacramento River,18.095945945945946,mean_rear_temp_feb_june,temperature
2023,Feather River,12.63851851851852,mean_rear_temp_feb_june,temperature
2023,Mokelumne River,11.164406779661016,mean_rear_temp_feb_june,temperature
2023,Sacramento River,10.407142857142857,mean_rear_temp_feb_june,temperature
2024,Feather River,14.497424576894776,mean_rear_temp_feb_june,temperature
1962,American River,13.842622950819672,mean_rear_temp_may_june,temperature
1963,American River,13.188524590163935,mean_rear_temp_may_june,temperature
1964,American River,14.639344262295083,mean_rear_temp_may_june,temperature
1965,American River,14.27049180327869,mean_rear_temp_may_june,temperature
1966,American River,15.518032786885247,mean_rear_temp_may_june,temperature
1967,American River,12.536065573770493,mean_rear_temp_may_june,temperature
1967,Sacramento River,14.958536585365854,mean_rear_temp_may_june,temperature
1968,American River,16.16393442622951,mean_rear_temp_may_june,temperature
1968,Sacramento River,18.62295081967213,mean_rear_temp_may_june,temperature
1969,American River,13.934426229508198,mean_rear_temp_may_june,temperature
1969,Sacramento River,16.524590163934427,mean_rear_temp_may_june,temperature
1970,American River,14.754237288135593,mean_rear_temp_may_june,temperature
1970,Sacramento River,18.83606557377049,mean_rear_temp_may_june,temperature
1970,Yuba River,13.501821493624773,mean_rear_temp_may_june,temperature
1971,American River,13.5,mean_rear_temp_may_june,temperature
1971,Sacramento River,15.696721311475411,mean_rear_temp_may_june,temperature
1971,Yuba River,12.083788706739528,mean_rear_temp_may_june,temperature
1972,American River,14.198360655737705,mean_rear_temp_may_june,temperature
1972,Sacramento River,17.87704918032787,mean_rear_temp_may_june,temperature
1972,Yuba River,13.63752276867031,mean_rear_temp_may_june,temperature
1973,American River,13.824590163934426,mean_rear_temp_may_june,temperature
1973,Sacramento River,19.854166666666668,mean_rear_temp_may_june,temperature
1973,Yuba River,13.693078324225866,mean_rear_temp_may_june,temperature
1974,American River,12.39047619047619,mean_rear_temp_may_june,temperature
1974,Sacramento River,17.549180327868854,mean_rear_temp_may_june,temperature
1974,Yuba River,13.122040072859745,mean_rear_temp_may_june,temperature
1975,American River,13.356666666666667,mean_rear_temp_may_june,temperature
1975,Sacramento River,16.463414634146343,mean_rear_temp_may_june,temperature
1975,Yuba River,13.54280510018215,mean_rear_temp_may_june,temperature
1976,American River,17.008196721311474,mean_rear_temp_may_june,temperature
1976,Sacramento River,17.581967213114755,mean_rear_temp_may_june,temperature
1976,Yuba River,15.53096539162113,mean_rear_temp_may_june,temperature
1977,American River,15.89344262295082,mean_rear_temp_may_june,temperature
1977,Sacramento River,19.97377049180328,mean_rear_temp_may_june,temperature
1977,Yuba River,17.779599271402553,mean_rear_temp_may_june,temperature
1978,American River,13.801639344262295,mean_rear_temp_may_june,temperature
1978,Sacramento River,19.19016393442623,mean_rear_temp_may_june,temperature
1978,Yuba River,12.842440801457196,mean_rear_temp_may_june,temperature
1979,Sacramento River,19.729508196721312,mean_rear_temp_may_june,temperature
1979,Yuba River,13.7304189435337,mean_rear_temp_may_june,temperature
1980,Sacramento River,19.475409836065573,mean_rear_temp_may_june,temperature
1980,Yuba River,12.749544626593808,mean_rear_temp_may_june,temperature
1981,Sacramento River,19.83606557377049,mean_rear_temp_may_june,temperature
1981,Yuba River,14.525500910746812,mean_rear_temp_may_june,temperature
1982,Sacramento River,18.578688524590163,mean_rear_temp_may_june,temperature
1982,Yuba River,11.560109289617486,mean_rear_temp_may_june,temperature
1983,Sacramento River,17.2,mean_rear_temp_may_june,temperature
1983,Yuba River,12.548269581056466,mean_rear_temp_may_june,temperature
1984,Sacramento River,19.524590163934427,mean_rear_temp_may_june,temperature
1984,Yuba River,13.581056466302368,mean_rear_temp_may_june,temperature
1985,Sacramento River,19.729508196721312,mean_rear_temp_may_june,temperature
1985,Yuba River,13.796903460837887,mean_rear_temp_may_june,temperature
1986,Sacramento River,20,mean_rear_temp_may_june,temperature
1986,Yuba River,13.85792349726776,mean_rear_temp_may_june,temperature
1987,Sacramento River,18.859649122807017,mean_rear_temp_may_june,temperature
1987,Yuba River,15.093806921675775,mean_rear_temp_may_june,temperature
1988,Sacramento River,19.098360655737704,mean_rear_temp_may_june,temperature
1988,Yuba River,14.789617486338798,mean_rear_temp_may_june,temperature
1989,Sacramento River,18.549180327868854,mean_rear_temp_may_june,temperature
1989,Yuba River,12.70127504553734,mean_rear_temp_may_june,temperature
1990,Sacramento River,19.221311475409838,mean_rear_temp_may_june,temperature
1990,Yuba River,14.932604735883425,mean_rear_temp_may_june,temperature
1991,Sacramento River,19.25409836065574,mean_rear_temp_may_june,temperature
1991,Yuba River,15.111111111111112,mean_rear_temp_may_june,temperature
1992,Sacramento River,22.5,mean_rear_temp_may_june,temperature
1992,Yuba River,15.49089253187614,mean_rear_temp_may_june,temperature
1993,Sacramento River,18.016393442622952,mean_rear_temp_may_june,temperature
1993,Yuba River,12.945355191256832,mean_rear_temp_may_june,temperature
1994,Sacramento River,19.80327868852459,mean_rear_temp_may_june,temperature
1994,Yuba River,15.51183970856102,mean_rear_temp_may_june,temperature
1995,Sacramento River,17.106557377049178,mean_rear_temp_may_june,temperature
1995,Yuba River,11.33879781420765,mean_rear_temp_may_june,temperature
1996,Sacramento River,18.237704918032787,mean_rear_temp_may_june,temperature
1996,Yuba River,12.466302367941713,mean_rear_temp_may_june,temperature
1997,Sacramento River,19.39344262295082,mean_rear_temp_may_june,temperature
1997,Yuba River,13.168488160291439,mean_rear_temp_may_june,temperature
1998,Sacramento River,16.081967213114755,mean_rear_temp_may_june,temperature
1998,Yuba River,11.759562841530055,mean_rear_temp_may_june,temperature
1999,American River,13.844262295081966,mean_rear_temp_may_june,temperature
1999,Sacramento River,18.696721311475407,mean_rear_temp_may_june,temperature
1999,Yuba River,13.083788706739528,mean_rear_temp_may_june,temperature
2000,American River,16.065573770491802,mean_rear_temp_may_june,temperature
2000,Sacramento River,19.385245901639344,mean_rear_temp_may_june,temperature
2000,Yuba River,13.804189435336978,mean_rear_temp_may_june,temperature
2001,American River,15.6875,mean_rear_temp_may_june,temperature
2001,Sacramento River,19.75409836065574,mean_rear_temp_may_june,temperature
2001,Yuba River,15.677595628415302,mean_rear_temp_may_june,temperature
2002,American River,15.196721311475411,mean_rear_temp_may_june,temperature
2002,Sacramento River,19.401639344262296,mean_rear_temp_may_june,temperature
2002,Yuba River,14.012750455373407,mean_rear_temp_may_june,temperature
2003,American River,13.770491803278688,mean_rear_temp_may_june,temperature
2003,Feather River,19.61930783242259,mean_rear_temp_may_june,temperature
2003,Mokelumne River,15.826229508196722,mean_rear_temp_may_june,temperature
2003,Sacramento River,18.358333333333334,mean_rear_temp_may_june,temperature
2003,Yuba River,12.915300546448089,mean_rear_temp_may_june,temperature
2004,American River,16.772727272727273,mean_rear_temp_may_june,temperature
2004,Feather River,20.506375227686704,mean_rear_temp_may_june,temperature
2004,Mokelumne River,15.775409836065574,mean_rear_temp_may_june,temperature
2004,Sacramento River,19.811475409836067,mean_rear_temp_may_june,temperature
2004,Yuba River,14.0591985428051,mean_rear_temp_may_june,temperature
2005,American River,13.10655737704918,mean_rear_temp_may_june,temperature
2005,Feather River,19.56193078324226,mean_rear_temp_may_june,temperature
2005,Mokelumne River,13.837704918032786,mean_rear_temp_may_june,temperature
2005,Sacramento River,17.232142857142858,mean_rear_temp_may_june,temperature
2005,Yuba River,12.657559198542806,mean_rear_temp_may_june,temperature
2006,American River,13.76271186440678,mean_rear_temp_may_june,temperature
2006,Feather River,17.574681238615668,mean_rear_temp_may_june,temperature
2006,Mokelumne River,13.419672131147541,mean_rear_temp_may_june,temperature
2006,Sacramento River,18.450819672131146,mean_rear_temp_may_june,temperature
2006,Yuba River,12.027322404371585,mean_rear_temp_may_june,temperature
2007,American River,16.362295081967215,mean_rear_temp_may_june,temperature
2007,Mokelumne River,16.064,mean_rear_temp_may_june,temperature
2007,Sacramento River,20.211475409836066,mean_rear_temp_may_june,temperature
2007,Yuba River,14.864298724954462,mean_rear_temp_may_june,temperature
2008,American River,15.744262295081967,mean_rear_temp_may_june,temperature
2008,Mokelumne River,16.97377049180328,mean_rear_temp_may_june,temperature
2008,Sacramento River,19.84262295081967,mean_rear_temp_may_june,temperature
2008,Yuba River,15.009107468123862,mean_rear_temp_may_june,temperature
2009,American River,13.660655737704918,mean_rear_temp_may_june,temperature
2009,Mokelumne River,15.373584905660378,mean_rear_temp_may_june,temperature
2009,Sacramento River,20.354098360655737,mean_rear_temp_may_june,temperature
2009,Yuba River,13.628415300546449,mean_rear_temp_may_june,temperature
2010,American River,13.204918032786885,mean_rear_temp_may_june,temperature
2010,Mokelumne River,14.826315789473684,mean_rear_temp_may_june,temperature
2010,Sacramento River,18.36393442622951,mean_rear_temp_may_june,temperature
2010,Yuba River,13.01183970856102,mean_rear_temp_may_june,temperature
2011,American River,13.11639344262295,mean_rear_temp_may_june,temperature
2011,Mokelumne River,13.395,mean_rear_temp_may_june,temperature
2011,Sacramento River,17.78688524590164,mean_rear_temp_may_june,temperature
2011,Yuba River,11.494535519125684,mean_rear_temp_may_june,temperature
2012,American River,13.940983606557376,mean_rear_temp_may_june,temperature
2012,Mokelumne River,17.20677966101695,mean_rear_temp_may_june,temperature
2012,Sacramento River,19.885245901639344,mean_rear_temp_may_june,temperature
2012,Yuba River,12.95264116575592,mean_rear_temp_may_june,temperature
2013,American River,17.126229508196722,mean_rear_temp_may_june,temperature
2013,Mokelumne River,16.542622950819673,mean_rear_temp_may_june,temperature
2013,Sacramento River,19.718032786885246,mean_rear_temp_may_june,temperature
2013,Yuba River,14.178506375227688,mean_rear_temp_may_june,temperature
2014,American River,16.388524590163936,mean_rear_temp_may_june,temperature
2014,Mokelumne River,18.14,mean_rear_temp_may_june,temperature
2014,Sacramento River,22.140350877192983,mean_rear_temp_may_june,temperature
2014,Yuba River,17.160291438979964,mean_rear_temp_may_june,temperature
2015,American River,16.613114754098362,mean_rear_temp_may_june,temperature
2015,Mokelumne River,18.262295081967213,mean_rear_temp_may_june,temperature
2015,Sacramento River,23.35737704918033,mean_rear_temp_may_june,temperature
2015,Yuba River,15.985428051001822,mean_rear_temp_may_june,temperature
2016,American River,14.845901639344262,mean_rear_temp_may_june,temperature
2016,Mokelumne River,16.03728813559322,mean_rear_temp_may_june,temperature
2016,Sacramento River,22.22622950819672,mean_rear_temp_may_june,temperature
2016,Yuba River,12.819672131147541,mean_rear_temp_may_june,temperature
2017,American River,14.641935483870968,mean_rear_temp_may_june,temperature
2017,Mokelumne River,16.355737704918035,mean_rear_temp_may_june,temperature
2017,Sacramento River,19.90701754385965,mean_rear_temp_may_june,temperature
2017,Yuba River,11.861566484517304,mean_rear_temp_may_june,temperature
2018,American River,13.821311475409836,mean_rear_temp_may_june,temperature
2018,Mokelumne River,16.18032786885246,mean_rear_temp_may_june,temperature
2018,Sacramento River,21.10655737704918,mean_rear_temp_may_june,temperature
2019,American River,13.637704918032787,mean_rear_temp_may_june,temperature
2019,Feather River,14.591074681238617,mean_rear_temp_may_june,temperature
2019,Mokelumne River,13.445901639344262,mean_rear_temp_may_june,temperature
2019,Sacramento River,19.755,mean_rear_temp_may_june,temperature
2020,American River,16.849180327868854,mean_rear_temp_may_june,temperature
2020,Feather River,16.65846994535519,mean_rear_temp_may_june,temperature
2020,Mokelumne River,14.124590163934426,mean_rear_temp_may_june,temperature
2020,Sacramento River,20.35084745762712,mean_rear_temp_may_june,temperature
2021,American River,19.665573770491804,mean_rear_temp_may_june,temperature
2021,Feather River,16.86703096539162,mean_rear_temp_may_june,temperature
2021,Mokelumne River,18.675409836065572,mean_rear_temp_may_june,temperature
2021,Sacramento River,23.17,mean_rear_temp_may_june,temperature
2022,American River,15.749180327868853,mean_rear_temp_may_june,temperature
2022,Feather River,17.06466302367942,mean_rear_temp_may_june,temperature
2022,Mokelumne River,18.085245901639343,mean_rear_temp_may_june,temperature
2022,Sacramento River,23.008474576271187,mean_rear_temp_may_june,temperature
2023,Feather River,15.546448087431694,mean_rear_temp_may_june,temperature
2024,Feather River,17.389799635701277,mean_rear_temp_may_june,temperature
