BGC ID	REP ID	Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Lab	Method	Toxin Class	Parameter	Result Value (ug/L)	Result Remark
BGC008870	NA	1/3/2023 16:30	LIB	11455315	BSA	ELISA	Anatoxins	Total Anatoxins ELISA	0.15	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	BSA	ELISA	Cylindrospermopsins	Total Cylindrospermopsins ELISA	0.05	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	BSA	ELISA	Microcystins and Nodularin	Total Microcystins plus Nodularins SAES ELISA	0.05	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	BSA	ELISA	Saxitoxins	Total Saxitoxins ELISA	0.02	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.04	NA
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.04	NA
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC008870	NA	1/3/2023 16:30	LIB	11455315	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.11	NA
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.5	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.5	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC012074	NA	1/3/2024 10:15	SIE	380924121301901	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LR [Dha7]	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC006072	NA	1/5/2022 9:15	LIB	11455315	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR [Dha7]	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC006075	NA	1/5/2022 10:30	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin LR [Dha7]	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC006106	NA	1/5/2022 11:45	C10A	374045121155200	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LR [Dha7]	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC006077	NA	1/5/2022 12:15	SJJ	11337190	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR [Dha7]	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC008881	NA	1/6/2023 10:00	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC008884	NA	1/6/2023 11:50	SJJ	11337190	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
