BGC ID	REP ID	Timestamp (PST) DS	Station Abbrev. DS	Station ID DS	Lab	Method	Toxin Class	Parameter	Result Value (ug/L)	Result Remark
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.5	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.5	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC011453	NA	5/16/2023 7:32	RIOV	11455420	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.5	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.5	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC009390	NA	5/16/2023 7:52	TOL	11455485	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.5	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.5	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC009391	NA	5/16/2023 8:18	CONFL	11455508	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.5	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.5	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC009392	NA	5/16/2023 9:09	GRIZ	380631122032201	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.5	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.5	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.02	NA
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC009388	NA	5/16/2023 9:45	MDM	11312676	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.5	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.5	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC009477	NA	5/16/2023 10:13	CONFL	11455508	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.05	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.05	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin LR	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Asp3]	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin LR [D-Leu1]	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin LW	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin LY	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin RR	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	"Microcystin RR [D-Asp3, E-Dhb7]"	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin WR	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Microcystins	Microcystin YR	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Nodularin	Nodularin R	0.01	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 1 and 4	0.5	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Saxitoxins	Gonyautoxins (GTX) 2 and 3	0.5	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Saxitoxins	Neosaxitoxin	1	<
BGC009843	NA	5/16/2023 10:15	FRK	380245121354801	Lumigen	LCMSMS	Saxitoxins	Saxitoxin	1	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin A	0.01	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin B	0.01	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Anabaenopeptins	Anabaenopeptin F	0.01	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Anabaenopeptins	Oscillamide Y	0.01	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Anatoxins	Anatoxin-a	0.05	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Anatoxins	Dihydroanatoxin-a	0.5	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Anatoxins	Homoanatoxin-a	0.5	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Cylindrospermopsins	7-deoxy-Cylindrospermopsin	0.05	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Cylindrospermopsins	7-epi-Cylindrospermopsin	0.05	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Cylindrospermopsins	Cylindrospermopsin	0.05	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Microcystins	Microcystin HilR	0.01	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Microcystins	Microcystin HtyR	0.01	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Microcystins	Microcystin LA	0.01	<
BGC009393	NA	5/16/2023 11:22	RYF	11455385	Lumigen	LCMSMS	Microcystins	Microcystin LF	0.01	<
